Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden,Etiket,motor_gucu_(kw),batarya_voltaji_(v),menzil,sarj_suresi,pil_kapasitesi_(kwh),plaka_uyrugu
Detail,9558758,20240304,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,Şanlıurfa,9633102,24670331,9,920000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,24670331,04 Mart 2024,Passat,2015,263.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,4039577,20240302,Otomobil,Volkswagen,1.6 TDi BlueMotion Business,Çorum,4070718,24106026,15,1380000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Business / ,D,24106026,02 Mart 2024,Passat,2019,139.500 km,Yarı Otomatik,Dizel,Station wagon,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,4 lt",66 lt,2 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,5362453,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,Malatya,5434423,23023764,15,1060000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,23023764,27 Şubat 2024,Passat,2015,95.800 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,7862688,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Kahramanmaraş,7937914,24645456,13,860000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24645456,29 Şubat 2024,Passat,2014,227.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,6600842,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Gaziantep,6676849,24413783,25,1159000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24413783,29 Şubat 2024,Passat,2015,210.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,,,,,,
Detail,9561103,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion R Line,Batman,9635447,24645981,8,1890000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / R Line / ,D,24645981,29 Şubat 2024,Passat,2017,95.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,970147,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Şanlıurfa,2197827,24639875,8,810000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24639875,29 Şubat 2024,Passat,2012,276.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,5434214,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Impression,Adana,5507122,24631139,15,1190000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Impression / ,D,24631139,28 Şubat 2024,Passat,2017,134.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,9559774,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,İstanbul,9634118,24641590,11,963000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,24641590,29 Şubat 2024,Passat,2016,181.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,5982708,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Ankara,6055565,24638392,12,930000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24638392,29 Şubat 2024,Passat,2013,174.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,6879771,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,Konya,6955648,22439544,25,1457900,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,22439544,01 Mart 2024,Passat,2017,170.000 km,Yarı Otomatik,Dizel,Sedan,Mavi,1598 cc,120 hp,Önden Çekiş,,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,7769998,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion,İstanbul,7845145,22601463,6,972500,2,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / 1.6 TDi BlueMotion / ,D,22601463,29 Şubat 2024,Passat,2014,169.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İlk Sahibinden,,,,,,
Detail,8603566,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,Ankara,8678068,24409679,15,875000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,24409679,29 Şubat 2024,Passat,2014,350.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,8242772,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,Gaziantep,8317637,24088834,9,1255000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,24088834,28 Şubat 2024,Passat,2015,235.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,3436723,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,İzmir,3468267,24640912,13,780000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24640912,29 Şubat 2024,Passat,2012,164.000 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",70 lt,"3 değişen, 2 boyalı",,Sahibinden,,,,,,,
Detail,4628356,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Ankara,4666184,24630474,15,1100000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24630474,28 Şubat 2024,Passat,2012,103.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,11741,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Impression,Denizli,1999059,23263136,25,1635000,3,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Impression / ,D,23263136,27 Şubat 2024,Passat,2020,29.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,120 hp,Önden Çekiş,,4 lt,59 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,4950691,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Denizli,5009520,24641660,15,800000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24641660,29 Şubat 2024,Passat,2012,190.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,3 lt",70 lt,"2 değişen, 1 boyalı",,Sahibinden,,,,,,,
Detail,9112673,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,Tokat,9187395,24633840,1,1380000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,24633840,28 Şubat 2024,Passat,2017,50.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9558152,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Impression,İstanbul,9632491,24637208,11,939000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Impression / ,D,24637208,28 Şubat 2024,Passat,2017,215.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,4 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,5530742,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,İstanbul,5603625,24404633,19,1029000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,24404633,28 Şubat 2024,Passat,2017,125.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,1917218,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,Ankara,555629,24627318,5,1100000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,24627318,27 Şubat 2024,Passat,2013,185.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,7856993,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Şanlıurfa,7932226,23572016,16,1320000,2,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,23572016,29 Şubat 2024,Passat,2016,174.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,9552564,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Bursa,9626904,24621605,10,1190000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,,24621605,27 Şubat 2024,Passat,2016,207.000 km,Otomatik,Dizel,Sedan,Siyah,,,,İkinci El,,,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,12313,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Impression,İstanbul,482730,23275503,22,1425000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Impression / ,D,23275503,01 Mart 2024,Passat,2019,86.984 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,4 boyalı,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,2589947,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,Ankara,276934,24632280,9,1575000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,24632280,28 Şubat 2024,Passat,2018,64.400 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,6285557,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Trendline,Antalya,6361653,24623467,11,1077000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Trendline / ,D,24623467,27 Şubat 2024,Passat,2015,189.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,7852740,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Konya,7927974,24639626,15,760000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24639626,29 Şubat 2024,Passat,2012,230.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9558576,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Konya,9632915,24638503,15,1175000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24638503,29 Şubat 2024,Passat,2015,175.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9181195,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion R Line,Ankara,9255875,23656241,20,1799000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / R Line / ,D,23656241,27 Şubat 2024,Passat,2018,130.000 km,Yarı Otomatik,Dizel,Sedan,Füme,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Tamamı orjinal,Takasa Uygun,Galeriden,Sunroof`lu,,,,,,
Detail,8992176,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,İstanbul,9066837,23423854,14,939400,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,23423854,01 Mart 2024,Passat,2016,249.000 km,Yarı Otomatik,Dizel,Sedan,Mavi,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,6600842,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Gaziantep,6676849,24413833,24,862000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24413833,29 Şubat 2024,Passat,2014,238.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,,,,,,
Detail,375647,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,Sivas,1613711,24629198,13,1299000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,24629198,27 Şubat 2024,Passat,2014,101.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,17433,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,İstanbul,3173819,22640344,15,1200000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,22640344,28 Şubat 2024,Passat,2018,133.000 km,Yarı Otomatik,Dizel,Sedan,Lacivert,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,9042970,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Ankara,9117606,24651116,10,810000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24651116,01 Mart 2024,Passat,2013,170.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,"3 değişen, 2 boyalı",,Sahibinden,,,,,,,
Detail,6617944,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Gaziantep,6693943,24615661,15,1070000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24615661,27 Şubat 2024,Passat,2015,190.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,"1 değişen, 1 boyalı",,Sahibinden,,,,,,,
Detail,9007313,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Adıyaman,9081969,24627067,10,839999,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24627067,27 Şubat 2024,Passat,2013,193.800 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,7841705,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Mersin,7916956,24649910,13,1630000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24649910,01 Mart 2024,Passat,2018,44.250 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,8029106,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Bingöl,8104235,24347755,25,1190000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24347755,29 Şubat 2024,Passat,2016,120.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 değişen,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,5838469,20240228,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Denizli,436219,24569451,23,975000,3,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24569451,28 Şubat 2024,Passat,2015,193.410 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,8129792,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion R Line,Ankara,8204778,24623497,15,1925000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / R Line / ,D,24623497,27 Şubat 2024,Passat,2020,135.000 km,Yarı Otomatik,Dizel,Sedan,Mavi,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,8347546,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Ankara,8422311,24643862,14,1150000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24643862,29 Şubat 2024,Passat,2016,153.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,2 değişen,,Sahibinden,,,,,,,
Detail,8129792,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion R Line,Ankara,8204778,24623353,15,1925000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / R Line / ,D,24623353,27 Şubat 2024,Passat,2020,135.000 km,Yarı Otomatik,Dizel,Sedan,Mavi,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,59 lt,1 boyalı,,Sahibinden,,,,,,,
Detail,844503,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Karabük,2260362,24641202,13,875000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24641202,29 Şubat 2024,Passat,2012,205.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,6879771,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion R Line,Konya,6955648,22569686,25,1657900,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / R Line / ,D,22569686,01 Mart 2024,Passat,2017,169.000 km,Yarı Otomatik,Dizel,Sedan,Kırmızı,1598 cc,120 hp,Önden Çekiş,,4 lt,59 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,9532974,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Tekirdağ,9607336,24627882,7,1240000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24627882,27 Şubat 2024,Passat,2015,111.500 km,Düz,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İlk Sahibinden,,,,,,
Detail,9562718,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,Şanlıurfa,9637060,24650417,15,1275000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,24650417,01 Mart 2024,Passat,2016,197.000 km,Yarı Otomatik,Dizel,Station wagon,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,9559231,20240229,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Konya,9633575,24640234,12,1550000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24640234,29 Şubat 2024,Passat,2019,54.129 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,8302395,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Ankara,8377199,24618743,15,775000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,,24618743,27 Şubat 2024,Passat,2012,200.000 km,Düz,Dizel,Sedan,Beyaz,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,8526370,20240301,Otomobil,Volkswagen,1.6 TDi BlueMotion Highline,İstanbul,8600890,24420090,25,1650000,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Highline / ,D,24420090,01 Mart 2024,Passat,2018,169.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,Takasa Uygun,Galeriden,,,,,,,
Detail,9552482,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Mersin,9626822,24621344,10,1600000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24621344,27 Şubat 2024,Passat,2017,45.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,7012498,20240227,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Çorum,7088265,22824544,25,1199900,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,22824544,27 Şubat 2024,Passat,2018,218.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,,4 lt,66 lt,Tamamı orjinal,Takasa Uygun,Galeriden,Sunroof`lu,,,,,,
Detail,4356788,20240222,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Aydın,4387684,24585373,9,920000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24585373,22 Şubat 2024,Passat,2016,241.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,6930311,20240225,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Bitlis,7006136,24605256,12,1400000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24605256,25 Şubat 2024,Passat,2017,121.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,5360579,20240222,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Uşak,5432549,24584491,7,1030000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24584491,22 Şubat 2024,Passat,2013,128.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",70 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,420958,20240224,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Malatya,2092256,23669614,6,1370000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,23669614,24 Şubat 2024,Passat,2018,107.859 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,358583,20240223,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Tokat,1528699,24592254,15,1410000,1,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24592254,23 Şubat 2024,Passat,2015,74.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,"İlk Sahibinden,Düşük Km",,,,,,
Detail,6514566,20240223,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Karaman,6590600,24021360,20,1350000,2,1,0,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,24021360,23 Şubat 2024,Passat,2018,116.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,,4 lt,66 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,8923128,20240222,Otomobil,Volkswagen,1.6 TDi BlueMotion Comfortline,Ankara,8997724,23389057,25,1399950,1,1,1,1,Otomobil / Volkswagen / Passat / 1.6 TDi BlueMotion / Comfortline / ,D,23389057,22 Şubat 2024,Passat,2015,165.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,,4 lt,66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
