Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden,Etiket,motor_gucu_(kw),batarya_voltaji_(v),menzil,sarj_suresi,pil_kapasitesi_(kwh),plaka_uyrugu
Detail,7442395,20240318,Otomobil,Subaru,2.0 WRX,Ankara,7517890,24676177,0,740000,1,1,1,1,Otomobil / Subaru / Impreza / 2.0 / WRX / ,C,24676177,18 Mart 2024,Impreza,2003,206.000 km,Düz,Benzin,Sedan,Siyah,1994 cc,265 hp,4WD (Sürekli),İkinci El,"11,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,4325710,20240320,Otomobil,Subaru,2.5 WRX STi,Ankara,4356636,20746552,23,1220000,2,1,0,1,Otomobil / Subaru / Impreza / 2.5 / WRX STi / ,C,20746552,20 Mart 2024,Impreza,2007,7.400 km,Düz,Benzin,Sedan,Beyaz,2457 cc,280 hp,4WD (Sürekli),İkinci El,"10,9 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,9553249,20240228,Otomobil,Subaru,1.5 Active,Bingöl,9627589,24635707,8,340000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,C,24635707,28 Şubat 2024,Impreza,2007,338.000 km,Düz,LPG & Benzin,Sedan,Bordo,1498 cc,105 hp,4WD (Sürekli),İkinci El,"7,9 lt",60 lt,"3 değişen, 6 boyalı",Takasa Uygun,Sahibinden,,,,,,,
Detail,5241541,20240330,Otomobil,Subaru,2.0 GL,Sivas,5309783,24186577,9,350000,1,1,0,1,Otomobil / Subaru / Legacy / 2.0 / GL / ,E,24186577,30 Mart 2024,Legacy,1997,197.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1994 cc,115 hp,4WD (Sürekli),İkinci El,,60 lt,12 boyalı,,Sahibinden,Sunroof`lu,,,,,,
Detail,4268403,20240206,Otomobil,Subaru,1.6 GT-S CVT,İzmir,4299364,24445547,15,1500000,1,1,0,1,Otomobil / Subaru / Levorg / 1.6 GT-S CVT / ,D,24445547,06 Şubat 2024,Levorg,2018,49.500 km,Otomatik,Benzin,Station wagon,Lacivert,1600 cc,170 hp,4WD (Sürekli),İkinci El,"7,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Sunroof`lu,,,,,,
Detail,12313,20240307,Otomobil,Subaru,2.0R Premium,İstanbul,482730,24468940,21,1995000,1,1,1,1,Otomobil / Subaru / BRZ / 2.0R Premium / ,E,24468940,07 Mart 2024,BRZ,2018,48.000 km,Otomatik,Benzin,Coupe,Kırmızı,1998 cc,200 hp,Arkadan İtiş,İkinci El,"7,1 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden,,,,,,,
Detail,6433873,20240324,Otomobil,Subaru,1.5 AWD,Ankara,6509929,24900388,4,615000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / AWD / ,C,24900388,24 Mart 2024,Impreza,2011,180.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri,1498 cc,107 hp,Önden Çekiş,İkinci El,"7,5 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,,,,,,
Detail,9507531,20240212,Otomobil,Subaru,2.0 Active,Düzce,9581917,24498453,11,630000,1,1,0,1,Otomobil / Subaru / Impreza / 2.0 / Active / ,C,24498453,12 Şubat 2024,Impreza,2006,318.000 km,Otomatik,LPG & Benzin,Sedan,Lacivert,1994 cc,160 hp,4WD (Sürekli),İkinci El,"8,7 lt",60 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,5323615,20240319,Otomobil,Subaru,1.6 GT-S CVT,Zonguldak,5394396,24843702,0,1290000,1,1,1,1,Otomobil / Subaru / Levorg / 1.6 GT-S CVT / ,D,24843702,19 Mart 2024,Levorg,2016,75.000 km,Otomatik,Benzin,Station wagon,Füme,1600 cc,170 hp,4WD (Sürekli),İkinci El,"7,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Sunroof`lu,,,,,,
Detail,9521567,20240216,Otomobil,Subaru,2.0 GL,Tekirdağ,9595940,24537922,15,370000,1,1,0,1,Otomobil / Subaru / Impreza / 2.0 / GL / ,C,24537922,16 Şubat 2024,Impreza,2000,342.000 km,Düz,LPG & Benzin,Sedan,Mavi,1994 cc,125 hp,4WD (Sürekli),İkinci El,9 lt,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,,,,,,
Detail,944670,20240330,Otomobil,Subaru,2.0,İstanbul,2328360,24973820,15,629000,1,1,0,1,Otomobil / Subaru / Legacy / 2.0 / 2.0 / ,D,24973820,30 Mart 2024,Legacy,2005,180.000 km,Otomatik,Benzin,Sedan,Gri (Gümüş),1994 cc,165 hp,4WD (Sürekli),İkinci El,"8,5 lt",64 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,7029518,20240221,Otomobil,Subaru,GL,Antalya,7105273,24578810,25,229950,1,1,1,1,Otomobil / Subaru / Vivio / GL / ,A,24578810,21 Şubat 2024,Vivio,1997,44.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),658 cc,44 hp,-,İkinci El,,32 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,"İlk Sahibinden,Düşük Km",,,,,,
Detail,7276533,20240301,Otomobil,Subaru,1.6 GT-S CVT,Adana,7352110,24654806,10,830000,1,1,0,1,Otomobil / Subaru / Levorg / 1.6 GT-S CVT / ,,24654806,01 Mart 2024,Levorg,2015,115.000 km,Otomatik,Benzin,Hatchback/5,Gri,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,1381875,20240216,Otomobil,Subaru,1.0,Muğla,3233674,24536482,11,155000,1,1,0,1,Otomobil / Subaru / Justy / 1.0 / ,B,24536482,16 Şubat 2024,Justy,1990,170.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),997 cc,50 hp,4WD (Sürekli),İkinci El,,,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9475718,20240202,Otomobil,Subaru,1.6 TS,Kocaeli,9550124,24418508,9,440000,1,1,0,1,Otomobil / Subaru / Impreza / 1.6 / TS / ,C,24418508,02 Şubat 2024,Impreza,2005,249.999 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1597 cc,95 hp,Önden Çekiş,İkinci El,"8,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,,,,,,,
Detail,4262123,20240329,Otomobil,Subaru,1.5 Elegance,İstanbul,4293087,24971709,25,434900,1,1,1,1,Otomobil / Subaru / Impreza / 1.5 / Elegance / ,C,24971709,29 Mart 2024,Impreza,2009,169.000 km,Otomatik,LPG & Benzin,Sedan,Mavi,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,11 boyalı,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,8559070,20240206,Otomobil,Subaru,1.5 FWD,İstanbul,8633625,24449991,11,520000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / FWD / ,C,24449991,06 Şubat 2024,Impreza,2011,225.000 km,Düz,Benzin,Hatchback/5,Gri,1498 cc,107 hp,Önden Çekiş,İkinci El,"7,5 lt",60 lt,"3 değişen, 9 boyalı",Takasa Uygun,Sahibinden,,,,,,,
Detail,4992969,20240318,Otomobil,Subaru,GL,Hatay,5052977,24820514,0,190000,1,1,1,1,Otomobil / Subaru / Vivio / GL / ,A,24820514,18 Mart 2024,Vivio,1997,73.162 km,Düz,Benzin,Hatchback/5,Kırmızı,658 cc,44 hp,-,İkinci El,,32 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,2433787,20240325,Otomobil,Subaru,1.5 Active,Eskişehir,1010516,24106599,8,230000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,C,24106599,25 Mart 2024,Impreza,2007,276.000 km,Otomatik,LPG & Benzin,Sedan,Gri (titanyum),1498 cc,105 hp,4WD (Sürekli),İkinci El,"8,1 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,9577864,20240307,Otomobil,Subaru,1.5 Elegance,İstanbul,9652192,24697349,11,435000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Elegance / ,C,24697349,07 Mart 2024,Impreza,2008,143.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,"2 değişen, 6 boyalı",,Sahibinden,,,,,,,
Detail,3525557,20240215,Otomobil,Subaru,GL,Kastamonu,3557032,24523998,8,130000,1,1,0,1,Otomobil / Subaru / Vivio / GL / ,A,24523998,15 Şubat 2024,Vivio,1997,98.000 km,Düz,LPG & Benzin,Hatchback/5,Mor,658 cc,44 hp,,İkinci El,,32 lt,6 boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,9517078,20240215,Otomobil,Subaru,1.6 GL,İstanbul,9591456,24524698,15,285000,1,1,0,1,Otomobil / Subaru / Impreza / 1.6 / GL / ,D,24524698,15 Şubat 2024,Impreza,1994,246.250 km,Düz,LPG & Benzin,Station wagon,Kırmızı,1597 cc,90 hp,4WD (Sürekli),İkinci El,,,12 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,4067728,20240207,Otomobil,Subaru,2.0,Muğla,4098827,24453149,15,149000,1,1,0,1,Otomobil / Subaru / Legacy / 2.0 / 2.0 / ,E,24453149,07 Şubat 2024,Legacy,1993,385.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1994 cc,115 hp,4WD (Sürekli),İkinci El,,,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,9556622,20240228,Otomobil,Subaru,1.5 Elegance,Adana,9630962,24632861,8,438500,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Elegance / ,C,24632861,28 Şubat 2024,Impreza,2008,257.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,"3 değişen, 2 boyalı",,Sahibinden,,,,,,,
Detail,4398841,20240315,Otomobil,Subaru,GL,Bayburt,4429726,23387106,11,200000,1,1,0,1,Otomobil / Subaru / Vivio / GL / ,A,23387106,15 Mart 2024,Vivio,1997,69.000 km,Düz,Benzin,Hatchback/5,Kırmızı,658 cc,44 hp,Önden Çekiş,İkinci El,,32 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,9425734,20240316,Otomobil,Subaru,1.6 GT-S CVT,İstanbul,9500180,24274534,10,1200000,1,1,0,1,Otomobil / Subaru / Levorg / 1.6 GT-S CVT / ,D,24274534,16 Mart 2024,Levorg,2015,118.000 km,Otomatik,Benzin,Station wagon,Mavi (metalik),1600 cc,176 - 200 HP,4WD (Sürekli),,"7,1 lt",60 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,Sunroof`lu,,,,,,
Detail,8251906,20240329,Otomobil,Subaru,1.5 FWD,Ankara,8326766,24651747,17,545000,1,1,1,1,Otomobil / Subaru / Impreza / 1.5 / FWD / ,C,24651747,29 Mart 2024,Impreza,2011,195.000 km,Otomatik,LPG & Benzin,Sedan,Gri,1498 cc,107 hp,Önden Çekiş,İkinci El,"7,5 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,3346787,20240326,Otomobil,Subaru,1.5 Active,İstanbul,2132510,24934891,12,580000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,C,24934891,26 Mart 2024,Impreza,2007,210.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1498 cc,105 hp,4WD (Sürekli),İkinci El,"8,1 lt",60 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,3570271,20240319,Otomobil,Subaru,1.8,İstanbul,3601735,24841782,12,260000,1,1,0,1,Otomobil / Subaru / Legacy / 1.8 / ,E,24841782,19 Mart 2024,Legacy,1990,169.000 km,Otomatik,LPG & Benzin,Sedan,Bordo,1820 cc,109 hp,Önden Çekiş,İkinci El,,60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,71697,20240312,Otomobil,Subaru,GL,Konya,2562710,24512224,25,265000,1,1,1,1,Otomobil / Subaru / Vivio / GL / ,,24512224,12 Mart 2024,Vivio,1997,100.000 km,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1200 cm3\,51 - 75 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,3798827,20240322,Otomobil,Subaru,2.0 Active,Ankara,3830224,24129447,10,575000,1,1,0,1,Otomobil / Subaru / Impreza / 2.0 / Active / ,C,24129447,22 Mart 2024,Impreza,2007,239.000 km,Düz,LPG & Benzin,Sedan,Siyah,1994 cc,160 hp,4WD (Sürekli),İkinci El,9 lt,60 lt,4 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,9556632,20240227,Otomobil,Subaru,1.6 TS,Iğdır,9630972,24632896,8,420000,1,1,0,1,Otomobil / Subaru / Impreza / 1.6 / TS / ,C,24632896,27 Şubat 2024,Impreza,2004,235.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1597 cc,95 hp,Önden Çekiş,İkinci El,"8,9 lt",50 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,4075080,20240315,Otomobil,Subaru,2.0 SportWagon,İzmir,4106172,24244374,8,565000,1,1,0,1,Otomobil / Subaru / Legacy / 2.0 / SportWagon / ,,24244374,15 Mart 2024,Legacy,2007,268.470 km,Otomatik,LPG & Benzin,Station wagon,Gri (titanyum),,,,,,,"2 değişen, 1 boyalı",,Sahibinden,,,,,,,
Detail,5327,20240304,Otomobil,Subaru,2.0R Premium,Antalya,1113585,24460560,14,1850000,1,1,1,1,Otomobil / Subaru / BRZ / 2.0R Premium / ,E,24460560,04 Mart 2024,BRZ,2013,160.000 km,Otomatik,Benzin,Coupe,Mavi,1998 cc,200 hp,Arkadan İtiş,İkinci El,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,1455611,20240311,Otomobil,Subaru,2.5 GX,Denizli,2787040,24727043,12,405000,1,1,0,1,Otomobil / Subaru / Legacy / 2.5 / GX / ,D,24727043,11 Mart 2024,Legacy,1999,200.000 km,Otomatik,LPG & Benzin,Sedan,Yeşil,2457 cc,156 hp,4WD (Sürekli),İkinci El,"9,6 lt",64 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Sunroof`lu,,,,,,
Detail,9552163,20240226,Otomobil,Subaru,1.5 Active,Ankara,9626509,24620247,8,555000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,D,24620247,26 Şubat 2024,Impreza,2007,175.000 km,Otomatik,LPG & Benzin,Station wagon,Gri,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,4829934,20240321,Otomobil,Subaru,1.5 Active,Antalya,4885025,24876132,15,470000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,C,24876132,21 Mart 2024,Impreza,2007,174.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1498 cc,105 hp,4WD (Sürekli),İkinci El,"7,9 lt",60 lt,4 boyalı,,Sahibinden,,,,,,,
Detail,5744187,20240329,Otomobil,Subaru,1.5 AWD,İstanbul,5816980,23436171,25,559000,1,1,1,1,Otomobil / Subaru / Impreza / 1.5 / AWD / ,C,23436171,29 Mart 2024,Impreza,2009,157.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1498 cc,107 hp,4WD (Sürekli),,"7,5 lt",60 lt,"3 değişen, 8 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,3483212,20240318,Otomobil,Subaru,2.0 Elegance,Ankara,3514715,24790620,15,675000,1,1,0,1,Otomobil / Subaru / Legacy / 2.0 / Elegance / ,D,24790620,18 Mart 2024,Legacy,2011,155.800 km,Otomatik,Benzin,Sedan,Füme,1994 cc,150 hp,4WD (Sürekli),İkinci El,8 lt,65 lt,Tamamı boyalı,,Sahibinden,Sunroof`lu,,,,,,
Detail,9635760,20240328,Otomobil,Subaru,GL,Adana,9710046,24956811,7,190000,1,1,0,1,Otomobil / Subaru / Vivio / GL / ,A,24956811,28 Mart 2024,Vivio,1997,147.000 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,658 cc,44 hp,,İkinci El,,32 lt,1 boyalı,,Sahibinden,Düşük Km,,,,,,
Detail,7969936,20240318,Otomobil,Subaru,2.5 WRX STi,İstanbul,6094319,23065211,25,1375000,1,1,0,1,Otomobil / Subaru / Impreza / 2.5 / WRX STi / ,C,23065211,18 Mart 2024,Impreza,2006,119.000 km,Düz,Benzin,Sedan,Mavi,2457 cc,280 hp,4WD (Sürekli),İkinci El,"10,9 lt",60 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,"Düşük Km,Sunroof`lu",,,,,,
Detail,4189579,20240304,Otomobil,Subaru,2.0 Active,İstanbul,4220580,24124664,14,499000,1,1,0,1,Otomobil / Subaru / Impreza / 2.0 / Active / ,C,24124664,04 Mart 2024,Impreza,2006,169.000 km,Otomatik,Benzin,Sedan,Siyah,1994 cc,160 hp,4WD (Sürekli),İkinci El,"8,7 lt",60 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,5744187,20240326,Otomobil,Subaru,1.5 AWD,İstanbul,5816980,23506570,25,559000,1,1,1,1,Otomobil / Subaru / Impreza / 1.5 / AWD / ,C,23506570,26 Mart 2024,Impreza,2009,157.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1498 cc,107 hp,4WD (Sürekli),,"7,5 lt",60 lt,"3 değişen, 8 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,1498554,20240211,Otomobil,Subaru,2.0 Elegance,İstanbul,2296181,24490060,15,900000,1,1,0,1,Otomobil / Subaru / Legacy / 2.0 / Elegance / ,D,24490060,11 Şubat 2024,Legacy,2011,230.000 km,Otomatik,Benzin,Station wagon,Gri,1994 cc,150 hp,4WD (Sürekli),İkinci El,"8,1 lt",65 lt,Belirtilmemiş,,Sahibinden,Sunroof`lu,,,,,,
Detail,9495807,20240209,Otomobil,Subaru,1.5 Active,Tekirdağ,9570184,24470312,15,490000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,C,24470312,09 Şubat 2024,Impreza,2007,128.000 km,Düz,LPG & Benzin,Sedan,Siyah,1498 cc,105 hp,4WD (Sürekli),İkinci El,"7,9 lt",60 lt,"1 değişen, 12 boyalı",,Sahibinden,,,,,,,
Detail,9420946,20240316,Otomobil,Subaru,1.5 Comfort,Ankara,9495398,24260864,15,498000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Comfort / ,C,24260864,16 Mart 2024,Impreza,2007,146.000 km,Otomatik,Benzin,Hatchback/5,Gri (metalik),1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,10 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,9628448,20240325,Otomobil,Subaru,1.5 Active,Bursa,9702735,24927962,14,565000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,C,24927962,25 Mart 2024,Impreza,2007,172.000 km,Düz,Benzin,Sedan,Siyah,1498 cc,105 hp,4WD (Sürekli),İkinci El,"7,9 lt",60 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,11741,20240331,Otomobil,Subaru,1.5 AWD,Denizli,1999059,24279834,21,515000,3,1,0,1,Otomobil / Subaru / Impreza / 1.5 / AWD / ,C,24279834,31 Mart 2024,Impreza,2009,102.000 km,Düz,Benzin,Sedan,Gri (Gümüş),1498 cc,107 hp,4WD (Sürekli),,"7,5 lt",60 lt,4 boyalı,Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,8224797,20240318,Otomobil,Subaru,1.5 Elegance,İstanbul,8299688,22136571,17,539000,1,1,1,1,Otomobil / Subaru / Impreza / 1.5 / Elegance / ,C,22136571,18 Mart 2024,Impreza,2010,151.000 km,Otomatik,Benzin,Sedan,Siyah,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,1 değişen,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,4519534,20240222,Otomobil,Subaru,1.5 FWD,Aydın,4549995,24584745,12,550000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / FWD / ,C,24584745,22 Şubat 2024,Impreza,2009,190.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1498 cc,107 hp,Önden Çekiş,İkinci El,"7,5 lt",60 lt,11 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,9475790,20240202,Otomobil,Subaru,1.5 Active,Muğla,9550196,24412356,11,435000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,D,24412356,02 Şubat 2024,Impreza,2007,220.000 km,Otomatik,LPG & Benzin,Station wagon,Siyah,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,92560,20240202,Otomobil,Subaru,1.5 Active,Çorum,2858880,23909739,12,400000,1,1,0,1,Otomobil / Subaru / Impreza / 1.5 / Active / ,D,23909739,02 Şubat 2024,Impreza,2008,327.000 km,Düz,Benzin,Sedan,Gri,1498 cc,107 hp,4WD (Sürekli),İkinci El,"7,5 lt",60 lt,9 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,4296812,20240328,Otomobil,Suzuki,1.2 GL,Ankara,4327755,24953686,8,560000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24953686,28 Mart 2024,Swift,2011,189.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1242 cc,95 hp,Önden Çekiş,İkinci El,"5,6 lt",42 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,,,,,,,
Detail,7112591,20240326,Otomobil,Suzuki,1.3 MT 4X4,Bitlis,7188273,24191272,14,495000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24191272,26 Mart 2024,Swift,2007,132.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,4165223,20240325,Otomobil,Suzuki,1.3 MT 4X4,Ankara,4196244,24909607,6,432000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24909607,25 Mart 2024,Swift,2006,149.000 km,Düz,LPG & Benzin,Hatchback/5,Turuncu,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9274164,20240324,Otomobil,Suzuki,1.2,İstanbul,9348775,23847393,15,699999,1,1,0,1,Otomobil / Suzuki / Baleno / 1.2 / ,B,23847393,24 Mart 2024,Baleno,2016,68.856 km,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),1242 cc,91 hp,Önden Çekiş,İkinci El,"4,7 lt",37 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,9543452,20240322,Otomobil,Suzuki,1.3 MT 4X4,Konya,9617804,24597722,10,385000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24597722,22 Mart 2024,Swift,2006,202.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,7444656,20240325,Otomobil,Suzuki,1.2 GL,İzmir,7520150,24918475,0,850000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24918475,25 Mart 2024,Swift,2021,13.000 km,Otomatik,Hibrit,Hatchback/5,Gri (Gümüş),1197 cc,83 hp,Önden Çekiş,İkinci El,"4,1 lt",37 lt,Belirtilmemiş,,Sahibinden,"Yeni Gibi,Düşük Km",,,,,,
Detail,9635790,20240328,Otomobil,Suzuki,1.3 GLX,İzmir,9710076,24956929,11,220000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24956929,28 Mart 2024,Swift,2001,7.600 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,5902595,20240324,Otomobil,Suzuki,1.3 MT 4X4,Bartın,5975480,24914392,12,395000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24914392,24 Mart 2024,Swift,2007,225.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,1977,20240322,Otomobil,Suzuki,1.3 DDiS GL,Denizli,395284,24595100,1,450000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / DDiS GL / ,B,24595100,22 Mart 2024,Swift,2011,166.000 km,Düz,Dizel,Hatchback/5,Siyah,1248 cc,76 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,3659693,20240322,Otomobil,Suzuki,1.3 MT,İstanbul,3691094,24886527,15,320000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT / ,B,24886527,22 Mart 2024,Swift,2006,280.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1328 cc,93 hp,Önden Çekiş,İkinci El,6 lt,43 lt,"5 değişen, 7 boyalı",Takasa Uygun,Sahibinden,,,,,,,
Detail,3486402,20240328,Otomobil,Suzuki,GL,Şırnak,3517900,24954764,12,450000,1,1,0,1,Otomobil / Suzuki / SX4 / GL / ,C,24954764,28 Mart 2024,SX4,2012,214.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1586 cc,122 hp,4WD (Sürekli),İkinci El,"6,7 lt",50 lt,12 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,6948514,20240329,Otomobil,Suzuki,1.2,İstanbul,7024325,24967129,10,725000,1,1,0,1,Otomobil / Suzuki / Baleno / 1.2 / ,B,24967129,29 Mart 2024,Baleno,2016,54.500 km,Otomatik,Benzin,Hatchback/5,Mavi,1242 cc,91 hp,Önden Çekiş,İkinci El,"4,7 lt",37 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,2158202,20240327,Otomobil,Suzuki,1.3 MT,Bursa,1508879,24358830,8,542500,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT / ,B,24358830,27 Mart 2024,Swift,2011,82.500 km,Düz,Benzin,Hatchback/5,Gri (Gümüş),1328 cc,93 hp,Önden Çekiş,İkinci El,6 lt,43 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
