Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Etiket,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden
Detail,8390101,20240327,Otomobil,Skoda,1.6 TDI Style,İstanbul,8464801,24944923,19,Ana Sayfa Vitrin,1250000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Style / ,D,24944923,27 Mart 2024,SuperB,2017,160.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,4 boyalı,Takasa Uygun,Galeriden
Detail,9266082,20240321,Otomobil,Skoda,1.6 TDI Style,Konya,9340699,24616494,24,,1209000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Style / ,D,24616494,21 Mart 2024,SuperB,2018,120.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,1 boyalı,Takasa Uygun Değil,Galeriden
Detail,4497655,20240331,Otomobil,Skoda,1.6 TDI Style CR,Elazığ,4528125,24986703,0,,915750,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style CR / ,,24986703,31 Mart 2024,Octavia,2016,182.000 km,Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1401 - 1600 cm3,101 - 125 HP,-,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,2245102,20240329,Otomobil,Skoda,1.6 Style,Konya,2084434,24949234,25,,600000,1,1,1,1,Otomobil / Skoda / Roomster / 1.6 / Style / ,B,24949234,29 Mart 2024,Roomster,2010,258.000 km,Otomatik,Benzin,MPV,Bej,1598 cc,105 hp,Önden Çekiş,İkinci El,"7,9 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,8969720,20240328,Otomobil,Skoda,1.4 Comfort,Adana,9044400,24962901,23,,325000,1,1,1,1,Otomobil / Skoda / Fabia / 1.4 / Comfort / ,B,24962901,28 Mart 2024,Fabia,2001,238.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,4216025,20240331,Otomobil,Skoda,1.4 Ambiente,Samsun,4247012,24394751,14,,405000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Ambiente / ,B,24394751,31 Mart 2024,Fabia,2005,219.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,4 boyalı,Takasa Uygun,Sahibinden
Detail,4594567,20240323,Otomobil,Skoda,1.6 TDI Style,İstanbul,4628110,24909699,25,İlk Sahibinden,1120000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24909699,23 Mart 2024,Octavia,2018,80.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,6456051,20240331,Otomobil,Skoda,1.6 GLXi,Ankara,6532098,24980248,7,,215000,1,1,0,1,Otomobil / Skoda / Felicia / 1.6 / GLXi / ,C,24980248,31 Mart 2024,Felicia,1997,227.000 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,1598 cc,75 hp,Önden Çekiş,İkinci El,,42 lt,"1 değişen, 1 boyalı",,Sahibinden
Detail,9639763,20240331,Otomobil,Skoda,1.2 Ambiente,Malatya,9714049,24974816,8,,395000,1,1,0,1,Otomobil / Skoda / Fabia / 1.2 / Ambiente / ,B,24974816,31 Mart 2024,Fabia,2008,229.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1198 cc,70 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
Detail,7606584,20240308,Otomobil,Skoda,1.6 TDI Style CR,Denizli,7681879,24475918,25,,849000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style CR / ,C,24475918,08 Mart 2024,Octavia,2016,157.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,3 boyalı,Takasa Uygun,Galeriden
Detail,7155343,20240331,Otomobil,Skoda,1.4 Ambiente,Adana,7230994,24985801,15,,530000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Ambiente / ,B,24985801,31 Mart 2024,Fabia,2011,156.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1390 cc,85 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,Belirtilmemiş,,Sahibinden
Detail,3821969,20240331,Otomobil,Skoda,1.4 TDI Style,İstanbul,3853355,24986245,15,,850000,1,1,0,1,Otomobil / Skoda / Rapid / 1.4 TDI / Style / ,B,24986245,31 Mart 2024,Rapid,2017,116.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,4 lt,55 lt,Belirtilmemiş,,Sahibinden
Detail,6540964,20240320,Otomobil,Skoda,1.6 TDI Optimal,İstanbul,6584959,24003580,23,,1090000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,C,24003580,20 Mart 2024,Octavia,2019,56.100 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,2 boyalı,Takasa Uygun,Galeriden
Detail,7676847,20240329,Otomobil,Skoda,1.6 TDI Elegance,Gaziantep,7752058,24269435,13,Fiyatı Düşen,785000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,24269435,29 Mart 2024,SuperB,2012,339.900 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,5 lt,60 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,9642618,20240331,Otomobil,Skoda,1.6 Ambition Optimal,Ankara,9716903,24985435,15,Düşük Km,875000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 / Ambition Optimal / ,C,24985435,31 Mart 2024,Octavia,2012,58.905 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,Belirtilmemiş,,Sahibinden
Detail,2494,20240317,Otomobil,Skoda,1.6 Elegance,Konya,1925584,24669612,25,,390000,3,1,0,1,Otomobil / Skoda / Octavia / 1.6 / Elegance / ,,24669612,17 Mart 2024,Octavia,2005,363.000 km,Düz,LPG & Benzin,Hatchback/5,Bej,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,6757603,20240331,Otomobil,Skoda,1.6 Ambiente,Antalya,6833536,24986289,15,,415000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 / Ambiente / ,C,24986289,31 Mart 2024,Octavia,2004,310.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,Tamamı orjinal,,Sahibinden
Detail,4008418,20240327,Otomobil,Skoda,1.5 TSI Prestige,Denizli,4039594,24948721,21,,1875000,1,1,1,1,Otomobil / Skoda / SuperB / 1.5 TSI / Prestige / ,D,24948721,27 Mart 2024,SuperB,2021,45.600 km,Yarı Otomatik,Benzin,Sedan,Füme,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,5 lt",66 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
Detail,5855835,20240331,Otomobil,Skoda,1.3 LX,Çanakkale,5928722,24985315,11,,190000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / LX / ,C,24985315,31 Mart 2024,Felicia,1995,220.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1289 cc,55 hp,Önden Çekiş,İkinci El,7 lt,42 lt,7 boyalı,,Sahibinden
Detail,9536926,20240326,Otomobil,Skoda,1.5 e-Tec Elite,İstanbul,5075758,24941555,16,,1315000,1,1,0,1,Otomobil / Skoda / Octavia / 1.5 e-Tec / Elite / ,C,24941555,26 Mart 2024,Octavia,2021,71.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Füme,1498 cc,150 hp,Önden Çekiş,İkinci El,"4,7 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,9640415,20240331,Otomobil,Skoda,1.2 TSI Elegance,Tekirdağ,9714701,24977068,12,,830000,1,1,0,1,Otomobil / Skoda / Octavia / 1.2 TSI / Elegance / ,C,24977068,31 Mart 2024,Octavia,2014,116.000 km,Yarı Otomatik,Benzin,Hatchback/5,Bej,1197 cc,105 hp,Önden Çekiş,İkinci El,5 lt,50 lt,"2 değişen, 1 boyalı",,Sahibinden
Detail,8675425,20240331,Otomobil,Skoda,1.4 Ambiente,İzmir,8749833,24977272,10,,300000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Ambiente / ,B,24977272,31 Mart 2024,Fabia,2005,280.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1390 cc,100 hp,Önden Çekiş,İkinci El,"7,1 lt",45 lt,"1 değişen, 6 boyalı",,Sahibinden
Detail,3872242,20240331,Otomobil,Skoda,1.0 GreenTec Style,Diyarbakır,3903575,24985381,0,,785000,1,1,0,1,Otomobil / Skoda / Fabia / 1.0 GreenTec / Style / ,B,24985381,31 Mart 2024,Fabia,2017,54.000 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
Detail,7451402,20240330,Otomobil,Skoda,1.6 TDI Elegance,Trabzon,7526896,22741872,18,,900000,3,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,22741872,30 Mart 2024,SuperB,2015,289.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,,"4,6 lt",60 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden
Detail,7412985,20240327,Otomobil,Skoda,1.6 TDI Style,İstanbul,7488502,24948251,10,,915000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Style / ,D,24948251,27 Mart 2024,SuperB,2015,135.000 km,Düz,Dizel,Sedan,Mavi (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,"4,2 lt",66 lt,"1 değişen, 2 boyalı",,Sahibinden
Detail,7451402,20240223,Otomobil,Skoda,1.6 TDI Ambition,Trabzon,7526896,19220509,19,,750000,3,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Ambition / ,C,19220509,23 Şubat 2024,Octavia,2014,240.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden
Detail,9643133,20240401,Otomobil,Skoda,1.6 GLXi,İstanbul,9717418,24987439,11,,330000,1,1,0,1,Otomobil / Skoda / Felicia / 1.6 / GLXi / ,B,24987439,01 Nisan 2024,Felicia,2000,225.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1598 cc,75 hp,Önden Çekiş,İkinci El,"7,3 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
Detail,3918032,20240330,Otomobil,Skoda,1.6 TDI Style,Mardin,3949323,23055344,25,,975000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Style / ,D,23055344,30 Mart 2024,SuperB,2017,190.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,,"4,1 lt",66 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden
Detail,9508508,20240331,Otomobil,Skoda,1.6 TDI Elegance CR,İzmir,9582893,24987841,15,Ana Sayfa Vitrin,850000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Elegance CR / ,C,24987841,31 Mart 2024,Octavia,2014,153.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden
Detail,6124912,20240331,Otomobil,Skoda,1.6 TDI Elegance CR,Şanlıurfa,6201057,24975928,10,Sunroof`lu,880000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Elegance CR / ,C,24975928,31 Mart 2024,Octavia,2014,160.500 km,Yarı Otomatik,Dizel,Station wagon,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,,Sahibinden
Detail,9643574,20240401,Otomobil,Skoda,1.4 TDI Style,Gaziantep,9717859,24988935,15,,820000,1,1,0,1,Otomobil / Skoda / Rapid / 1.4 TDI / Style / ,B,24988935,01 Nisan 2024,Rapid,2017,100.800 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,4 lt,55 lt,Belirtilmemiş,,Sahibinden
Detail,8535927,20240321,Otomobil,Skoda,1.6 TDI Elegance CR,Gaziantep,8610437,24880492,14,,699000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Elegance CR / ,C,24880492,21 Mart 2024,Octavia,2013,265.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,5390583,20240325,Otomobil,Skoda,1.6 TDI Prestige,Trabzon,5463509,24733506,22,,1185000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24733506,25 Mart 2024,SuperB,2016,177.000 km,Yarı Otomatik,Dizel,Sedan,Mavi,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden
Detail,3982998,20240328,Otomobil,Skoda,1.6 TDI Comfort,Tekirdağ,4014217,24253866,25,,860000,2,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Comfort / ,D,24253866,28 Mart 2024,SuperB,2017,300.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,,"4,1 lt",66 lt,3 boyalı,Takasa Uygun,Yetkili Bayiden
Detail,993891,20240401,Otomobil,Skoda,135 LS,Kırıkkale,2299099,24988057,13,,152000,1,1,0,1,Otomobil / Skoda / Forman / 135 LS / ,C,24988057,01 Nisan 2024,Forman,1993,292.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1289 cc,58 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,7721468,20240319,Otomobil,Skoda,1.6 TDI Style CR,Şanlıurfa,7796661,24125946,25,,1040000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style CR / ,C,24125946,19 Mart 2024,Octavia,2018,183.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
Detail,9555438,20240331,Otomobil,Skoda,1.4 Comfort,Ankara,9629778,24984829,15,,295000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Comfort / ,B,24984829,31 Mart 2024,Fabia,2003,199.450 km,Düz,Benzin,Hatchback/5,Lacivert,1390 cc,75 hp,Önden Çekiş,İkinci El,"6,6 lt",45 lt,"1 değişen, 12 boyalı",,Sahibinden
Detail,4129151,20240331,Otomobil,Skoda,1.6 TDI Style,Bursa,4160190,24977086,15,,990000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24977086,31 Mart 2024,Octavia,2015,143.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,Belirtilmemiş,,Sahibinden
Detail,6808045,20240401,Otomobil,Skoda,1.4 TSI Comfort,Mardin,6883958,24989643,10,,695000,1,1,0,1,Otomobil / Skoda / SuperB / 1.4 TSI / Comfort / ,D,24989643,01 Nisan 2024,SuperB,2009,116.000 km,Düz,Benzin,Sedan,Beyaz,1390 cc,125 hp,Önden Çekiş,İkinci El,"6,8 lt",60 lt,Tamamı orjinal,,Sahibinden
Detail,2192256,20240331,Otomobil,Skoda,1.4 TSI Ambiente,Kocaeli,323244,23763385,15,,735000,1,1,0,1,Otomobil / Skoda / Octavia / 1.4 TSI / Ambiente / ,C,23763385,31 Mart 2024,Octavia,2012,88.000 km,Yarı Otomatik,Benzin,Hatchback/5,Diğer,1390 cc,122 hp,Önden Çekiş,,"6,3 lt",55 lt,"1 değişen, 2 boyalı",,Sahibinden
Detail,6511424,20240326,Otomobil,Skoda,1.6 TDI Optimal,Ankara,6587459,24754650,25,,949000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,C,24754650,26 Mart 2024,Octavia,2019,138.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,6504763,20240401,Otomobil,Skoda,1.3 LX,Ankara,6580798,24986812,8,,160000,1,1,0,1,Otomobil / Skoda / Favorit / 1.3 / LX / ,C,24986812,01 Nisan 2024,Favorit,1993,260.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1289 cc,57 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,3982108,20240328,Otomobil,Skoda,1.6 TDI Optimal,Hatay,4013331,24955874,10,,965000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,C,24955874,28 Mart 2024,Octavia,2019,137.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,5673277,20240331,Otomobil,Skoda,1.6 TDI Comfort,İstanbul,5746082,24979281,11,Düşük Km,840000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Comfort / ,D,24979281,31 Mart 2024,SuperB,2011,116.000 km,Düz,Dizel,Sedan,Mor,1598 cc,105 hp,Önden Çekiş,İkinci El,5 lt,60 lt,"1 değişen, 4 boyalı",,Sahibinden
Detail,2225,20240302,Otomobil,Skoda,1.6 Ambiente,Konya,1089136,24494618,25,,399000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 / Ambiente / ,C,24494618,02 Mart 2024,Octavia,2008,233.000 km,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,"4 değişen, 6 boyalı",Takasa Uygun Değil,Galeriden
Detail,9641349,20240331,Otomobil,Skoda,1.9 TDI Comfort,Konya,9715634,24981290,6,,560000,1,1,0,1,Otomobil / Skoda / SuperB / 1.9 TDI / Comfort / ,D,24981290,31 Mart 2024,SuperB,2008,277.500 km,Düz,Dizel,Sedan,Siyah,1896 cc,115 hp,Önden Çekiş,İkinci El,"5,8 lt",62 lt,Belirtilmemiş,,Sahibinden
Detail,9641073,20240331,Otomobil,Skoda,1.0 TSI GreenTec Dynamic,İstanbul,9715358,24980065,0,İlk Sahibinden,810000,1,1,0,1,Otomobil / Skoda / Rapid / 1.0 TSI GreenTec / Dynamic / ,C,24980065,31 Mart 2024,Rapid,2018,80.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,95 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden
Detail,5507410,20240401,Otomobil,Skoda,1.3 GLXi,Konya,5580298,13693313,9,,250000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLXi / ,B,13693313,01 Nisan 2024,Felicia,2000,261.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1289 cc,68 hp,Önden Çekiş,İkinci El,"6,7 lt",42 lt,12 boyalı,Takasa Uygun Değil,Sahibinden
Detail,8549828,20240401,Otomobil,Skoda,1.6 TDI Style CR,Batman,8624384,24989523,9,,1000050,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style CR / ,,24989523,01 Nisan 2024,Octavia,2018,190.000 km,Otomatik,Dizel,Hatchback/5,Siyah,,,,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,8849295,20240318,Otomobil,Skoda,1.6 TDI Prestige,İstanbul,8923910,24832331,24,Fiyatı Düşen,759000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24832331,18 Mart 2024,SuperB,2013,250.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,5 boyalı,Takasa Uygun,Galeriden
Detail,5291698,20240331,Otomobil,Skoda,1.6 Ambiente,Ankara,5361396,24979267,12,,510000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 / Ambiente / ,C,24979267,31 Mart 2024,Octavia,2007,241.000 km,Düz,LPG & Benzin,Station wagon,Mavi (metalik),1595 cc,102 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,"2 değişen, 6 boyalı",,Sahibinden
Detail,2264742,20240331,Otomobil,Skoda,1.6 TDI Elegance,Kütahya,2907438,24972972,10,,950000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,24972972,31 Mart 2024,SuperB,2013,160.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,2 lt",60 lt,Tamamı orjinal,,Sahibinden
Detail,9469703,20240331,Otomobil,Skoda,1.2 Ambition,İstanbul,9544117,24394570,15,,460000,1,1,0,1,Otomobil / Skoda / Fabia / 1.2 / Ambition / ,B,24394570,31 Mart 2024,Fabia,2012,223.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1198 cc,70 hp,Önden Çekiş,İkinci El,"5,5 lt",45 lt,Belirtilmemiş,,Sahibinden
Detail,17265,20240331,Otomobil,Skoda,1.4 TDI Spaceback Style,Düzce,1556705,24668282,24,,675000,2,1,0,1,Otomobil / Skoda / Rapid / 1.4 TDI / Spaceback Style / ,C,24668282,31 Mart 2024,Rapid,2016,215.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden
Detail,8300612,20240331,Otomobil,Skoda,1.2 Classic,Bursa,8375418,24978072,6,,357000,1,1,0,1,Otomobil / Skoda / Fabia / 1.2 / Classic / ,B,24978072,31 Mart 2024,Fabia,2004,207.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1198 cc,64 hp,Önden Çekiş,İkinci El,6 lt,45 lt,Belirtilmemiş,,Sahibinden
Detail,7121929,20240330,Otomobil,Skoda,1.3 GLX,Afyonkarahisar,7197600,24165171,9,,265000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLX / ,C,24165171,30 Mart 2024,Felicia,2000,240.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1289 cc,54 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,9640773,20240331,Otomobil,Skoda,1.3 GLX,Adana,9715059,24978719,12,,130000,1,1,0,1,Otomobil / Skoda / Favorit / 1.3 / GLX / ,C,24978719,31 Mart 2024,Favorit,1994,275.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1289 cc,57 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,,Sahibinden
Detail,4594567,20240330,Otomobil,Skoda,1.6 TDI Style,İstanbul,4628110,24665212,25,İlk Sahibinden,1110000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24665212,30 Mart 2024,Octavia,2019,72.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
Detail,6875227,20240331,Otomobil,Skoda,1.6 TDI Prestige,Mardin,6951105,24983624,15,,1100000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24983624,31 Mart 2024,SuperB,2017,270.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,"1 değişen, 6 boyalı",Takasa Uygun,Sahibinden
Detail,5081,20240330,Otomobil,Skoda,1.0 TSI Premium,İstanbul,1253970,24982927,18,İlk Sahibinden,689000,1,0,1,1,Otomobil / Skoda / Scala / 1.0 TSI / Premium / ,C,24982927,30 Mart 2024,Scala,2021,156.000 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999 cc,115 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden
Detail,9636014,20240330,Otomobil,Skoda,1.3 LX,Hatay,9710300,24978027,7,Düşük Km,155000,1,1,1,1,Otomobil / Skoda / Favorit / 1.3 / LX / ,C,24978027,30 Mart 2024,Favorit,1994,150.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1289 cc,57 hp,Önden Çekiş,İkinci El,,,9 boyalı,Takasa Uygun Değil,Galeriden
Detail,3495569,20240331,Otomobil,Skoda,1.6 TDI Scout,Bursa,3527064,24985282,25,İlk Sahibinden,599900,1,1,1,1,Otomobil / Skoda / Fabia / 1.6 TDI / Scout / ,B,24985282,31 Mart 2024,Fabia,2012,143.000 km,Düz,Dizel,Station wagon,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden
Detail,7003889,20240330,Otomobil,Skoda,1.6 TDI Style,Sakarya,7079660,24792116,11,,840000,1,1,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24792116,30 Mart 2024,Octavia,2019,186.250 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,5 boyalı,Takasa Uygun Değil,Galeriden
Detail,14575,20240330,Otomobil,Skoda,1.6 TDI Premium,Kocaeli,519966,24979283,19,,950000,1,1,0,1,Otomobil / Skoda / Scala / 1.6 TDI / Premium / ,C,24979283,30 Mart 2024,Scala,2020,112.463 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",50 lt,3 boyalı,Takasa Uygun Değil,Yetkili Bayiden
Detail,6918167,20240331,Otomobil,Skoda,1.6 TDI Style,Şanlıurfa,6994007,24984667,15,,975000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24984667,31 Mart 2024,Octavia,2019,180.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,1 boyalı,,Sahibinden
