Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Etiket,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden
Detail,3831894,20240304,Otomobil,Skoda,1.4 Comfort,İstanbul,3863265,24677371,8,,350000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Comfort / ,B,24677371,04 Mart 2024,Fabia,2003,191.000 km,Düz,LPG & Benzin,Sedan,Yeşil,1397 cc,68 hp,Önden Çekiş,İkinci El,"7,1 lt",45 lt,Belirtilmemiş,,Sahibinden
Detail,9109482,20240303,Otomobil,Skoda,1.3 LX,Ankara,9184206,24668211,15,,150000,1,1,0,1,Otomobil / Skoda / Favorit / 1.3 / LX / ,C,24668211,03 Mart 2024,Favorit,1994,243.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1289 cc,57 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,,Sahibinden
Detail,6049124,20240303,Otomobil,Skoda,1.6 TDI Spaceback Elegance,Ankara,6125264,24103368,5,"İlk Sahibinden,Düşük Km,Sunroof`lu",785000,1,1,0,1,Otomobil / Skoda / Rapid / 1.6 TDI / Spaceback Elegance / ,C,24103368,03 Mart 2024,Rapid,2015,51.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,90 hp,Önden Çekiş,İkinci El,"4,6 lt",55 lt,3 boyalı,Takasa Uygun Değil,Sahibinden
Detail,3945189,20240303,Otomobil,Skoda,135 LX,Antalya,3976457,24667802,10,Düşük Km,149000,1,1,0,1,Otomobil / Skoda / Favorit / 135 / LX / ,C,24667802,03 Mart 2024,Favorit,1992,195.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1289 cc,54 hp,Önden Çekiş,İkinci El,,47 lt,Belirtilmemiş,,Sahibinden
Detail,3521934,20240304,Otomobil,Skoda,1.6 TDI Comfort,Van,3553412,24671223,6,,1255000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Comfort / ,D,24671223,04 Mart 2024,SuperB,2017,99.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,Belirtilmemiş,,Sahibinden
Detail,9570078,20240304,Otomobil,Skoda,1.4 Comfort,Konya,9644418,24672343,15,,375000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Comfort / ,B,24672343,04 Mart 2024,Fabia,2002,236.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1390 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,"1 değişen, 11 boyalı",Takasa Uygun Değil,Sahibinden
Detail,1154797,20240302,Otomobil,Skoda,1.6 TDI Style,Konya,1564779,24105939,3,Düşük Km,1080000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24105939,02 Mart 2024,Octavia,2016,30.800 km,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598 cc,110 hp,Önden Çekiş,,"3,7 lt",50 lt,Tamamı orjinal,,Sahibinden
Detail,4111275,20240303,Otomobil,Skoda,1.6 FSI Ambiente,Adana,4142328,24122326,11,,440000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 FSI / Ambiente / ,C,24122326,03 Mart 2024,Octavia,2005,228.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,6 lt",55 lt,3 boyalı,,Sahibinden
Detail,802746,20240302,Otomobil,Skoda,1.6 TDI Ambition,Ankara,1903826,24659732,12,,715000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Ambition / ,C,24659732,02 Mart 2024,Octavia,2012,155.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,Tamamı orjinal,,Sahibinden
Detail,840545,20240301,Otomobil,Skoda,1.4 Elegance,Mersin,2605980,24657394,12,,365000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Elegance / ,B,24657394,01 Mart 2024,Fabia,2001,344.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1390 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,"1 değişen, 12 boyalı",Takasa Uygun,Sahibinden
Detail,2989887,20240301,Otomobil,Skoda,1.3 LX,Antalya,1452689,24649746,12,,150000,1,1,0,1,Otomobil / Skoda / Favorit / 1.3 / LX / ,C,24649746,01 Mart 2024,Favorit,1993,330.000 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1289 cc,57 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,5193379,20240302,Otomobil,Skoda,1.6 TDI Optimal,Bayburt,5260075,24661882,13,,965000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,C,24661882,02 Mart 2024,Octavia,2018,133.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,2 boyalı,,Sahibinden
Detail,2877472,20240302,Otomobil,Skoda,1.6 TDI Elegance,Ankara,907739,24664555,15,,690000,1,1,0,1,Otomobil / Skoda / Rapid / 1.6 TDI / Elegance / ,B,24664555,02 Mart 2024,Rapid,2013,133.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,4 lt,55 lt,"1 değişen, 2 boyalı",,Sahibinden
Detail,5006695,20240302,Otomobil,Skoda,1.2 TSI Style,Şanlıurfa,5067122,23701240,15,Sunroof`lu,930000,1,1,0,1,Otomobil / Skoda / Octavia / 1.2 TSI / Style / ,C,23701240,02 Mart 2024,Octavia,2016,115.500 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,1 boyalı,Takasa Uygun,Sahibinden
Detail,8714815,20240302,Otomobil,Skoda,1.6 TDI Elegance,Trabzon,8789195,24657412,10,,1115000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,24657412,02 Mart 2024,SuperB,2015,118.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,Tamamı orjinal,,Sahibinden
Detail,4558597,20240303,Otomobil,Skoda,1.6 TDI Elegance,Antalya,4590044,23616899,25,,935000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,23616899,03 Mart 2024,SuperB,2013,170.444 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,,"4,6 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,9566529,20240303,Otomobil,Skoda,1.3 GLXi,Ankara,9640870,24662989,6,,315000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLXi / ,C,24662989,03 Mart 2024,Felicia,1996,197.000 km,Düz,LPG & Benzin,Station wagon,Kırmızı,1289 cc,68 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,,Sahibinden
Detail,9566063,20240302,Otomobil,Skoda,1.6 TDI Optimal,Yalova,9640404,24660802,6,,680000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,,24660802,02 Mart 2024,Octavia,2019,422.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,,,,İkinci El,,,1 değişen,,Sahibinden
Detail,9098851,20240302,Otomobil,Skoda,1.6 TDI Optimal,İstanbul,9173578,24663813,0,,870000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,C,24663813,02 Mart 2024,Octavia,2018,160.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,2 değişen,Takasa Uygun Değil,Sahibinden
Detail,8966453,20240302,Otomobil,Skoda,1.6 TDI Optimal,İstanbul,9041136,23277363,25,,900000,1,0,1,1,Otomobil / Skoda / Octavia / 1.6 TDI / Optimal / ,C,23277363,02 Mart 2024,Octavia,2018,161.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden
Detail,9562507,20240301,Otomobil,Skoda,1.4 TDI Comfort,İstanbul,9636849,24650987,7,Düşük Km,385000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 TDI / Comfort / ,B,24650987,01 Mart 2024,Fabia,2006,146.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1422 cc,75 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,Belirtilmemiş,,Sahibinden
Detail,7175166,20240301,Otomobil,Skoda,1.4 Comfort,Sakarya,7250786,24653937,11,,310000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Comfort / ,B,24653937,01 Mart 2024,Fabia,2003,235.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1397 cc,68 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,1 değişen,Takasa Uygun,Sahibinden
Detail,105154,20240302,Otomobil,Skoda,1.2 Classic,Ankara,507970,24663952,7,,329000,1,1,0,1,Otomobil / Skoda / Fabia / 1.2 / Classic / ,B,24663952,02 Mart 2024,Fabia,2004,295.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1198 cc,64 hp,Önden Çekiş,İkinci El,6 lt,45 lt,Tamamı boyalı,,Sahibinden
Detail,5192318,20240301,Otomobil,Skoda,135 LS,Konya,5258815,24105010,4,,146000,1,1,0,1,Otomobil / Skoda / Forman / 135 LS / ,C,24105010,01 Mart 2024,Forman,1993,255.000 km,Düz,LPG & Benzin,Station wagon,Bordo,1289 cc,58 hp,Önden Çekiş,,,,2 boyalı,,Sahibinden
Detail,6449993,20240302,Otomobil,Skoda,1.3 GLXi,Aydın,6526041,24107049,15,,270000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLXi / ,B,24107049,02 Mart 2024,Felicia,1999,216.800 km,Düz,LPG & Benzin,Station wagon,Yeşil (metalik),1289 cc,68 hp,Önden Çekiş,İkinci El,"6,7 lt",42 lt,Belirtilmemiş,,Sahibinden
Detail,1948,20240303,Otomobil,Skoda,1.5 TSI Premium,Konya,622829,24516364,25,İlk Sahibinden,1395000,1,1,1,1,Otomobil / Skoda / SuperB / 1.5 TSI / Premium / ,D,24516364,03 Mart 2024,SuperB,2020,62.000 km,Yarı Otomatik,Benzin,Sedan,Gri,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,4 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,9565252,20240302,Otomobil,Skoda,1.3 GLX,Kırıkkale,9639593,24657987,14,,200000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLX / ,C,24657987,02 Mart 2024,Felicia,1997,289.000 km,Düz,LPG & Benzin,Hatchback/5,Yeşil,1289 cc,54 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
Detail,9567930,20240303,Otomobil,Skoda,1.6 TDI Prestige,Giresun,9642271,24666733,12,,1240000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24666733,03 Mart 2024,SuperB,2016,165.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,3 boyalı,Takasa Uygun Değil,Sahibinden
Detail,5501113,20240302,Otomobil,Skoda,1.0 TSI Premium,Kocaeli,5574005,24660749,10,,1165000,1,1,0,1,Otomobil / Skoda / Scala / 1.0 TSI / Premium / ,C,24660749,02 Mart 2024,Scala,2021,48.500 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999 cc,115 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,,Sahibinden
Detail,6266281,20240302,Otomobil,Skoda,135 L,Erzurum,6342381,24655464,13,Düşük Km,130000,1,1,0,1,Otomobil / Skoda / Favorit / 135 / L / ,C,24655464,02 Mart 2024,Favorit,1992,200.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1289 cc,54 hp,Önden Çekiş,İkinci El,,47 lt,Belirtilmemiş,,Sahibinden
Detail,8378600,20240302,Otomobil,Skoda,136 L,Kırıkkale,8453318,24657791,10,Düşük Km,130000,1,1,0,1,Otomobil / Skoda / Favorit / 136 / L / ,C,24657791,02 Mart 2024,Favorit,1990,190.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1289 cc,62 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,8664391,20240302,Otomobil,Skoda,1.6 TDI Style,Mardin,8738816,24424101,23,,1195000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Style / ,D,24424101,02 Mart 2024,SuperB,2018,169.500 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,2 boyalı,Takasa Uygun Değil,Galeriden
Detail,6257661,20240302,Otomobil,Skoda,1.6 TDI Style,Hatay,6333763,24109692,15,,819000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Style / ,D,24109692,02 Mart 2024,SuperB,2016,280.000 km,Düz,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,2 lt",66 lt,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden
Detail,9567658,20240303,Otomobil,Skoda,1.3 GLX,İstanbul,9641999,24666569,4,Düşük Km,185000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLX / ,C,24666569,03 Mart 2024,Felicia,1996,151.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1289 cc,54 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
Detail,9245640,20240303,Otomobil,Skoda,1.6 TDI Style,Şanlıurfa,9320271,24667446,8,,920000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style / ,C,24667446,03 Mart 2024,Octavia,2018,195.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Belirtilmemiş,,Sahibinden
Detail,9567183,20240302,Otomobil,Skoda,1.6 TDI Elegance,Ankara,9641524,24664924,15,İlk Sahibinden,680000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Elegance / ,C,24664924,02 Mart 2024,Octavia,2012,177.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,4 değişen,Takasa Uygun Değil,Sahibinden
Detail,7143277,20240302,Otomobil,Skoda,1.4 TDI Spaceback Style,Malatya,7218932,23566830,10,,795000,1,1,0,1,Otomobil / Skoda / Rapid / 1.4 TDI / Spaceback Style / ,C,23566830,02 Mart 2024,Rapid,2016,124.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden
Detail,8783415,20240301,Otomobil,Skoda,1.2 TSI Optimal,Bursa,8858043,24654613,8,,795000,1,1,0,1,Otomobil / Skoda / Octavia / 1.2 TSI / Optimal / ,C,24654613,01 Mart 2024,Octavia,2015,151.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,"3 değişen, 2 boyalı",,Sahibinden
Detail,4811430,20240301,Otomobil,Skoda,1.2 TSI Spaceback Style,Muğla,4865802,24653522,7,,880000,1,1,0,1,Otomobil / Skoda / Rapid / 1.2 TSI / Spaceback Style / ,C,24653522,01 Mart 2024,Rapid,2017,62.000 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,1197 cc,90 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,Tamamı orjinal,,Sahibinden
Detail,6571462,20240302,Otomobil,Skoda,1.6 TDI Elegance,İstanbul,6647480,24666173,15,,699000,1,1,0,1,Otomobil / Skoda / Rapid / 1.6 TDI / Elegance / ,B,24666173,02 Mart 2024,Rapid,2016,82.000 km,Düz,Dizel,Sedan,Gri (metalik),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,4 lt",55 lt,"1 değişen, 2 boyalı",,Sahibinden
Detail,6823516,20240302,Otomobil,Skoda,1.3 LX,İzmir,6899423,24657855,15,,250000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / LX / ,C,24657855,02 Mart 2024,Felicia,1995,212.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1289 cc,55 hp,Önden Çekiş,İkinci El,7 lt,42 lt,Belirtilmemiş,,Sahibinden
Detail,5075739,20240302,Otomobil,Skoda,1.6 TDI Elegance,Gaziantep,5137956,24656423,10,,915000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,24656423,02 Mart 2024,SuperB,2013,175.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden
Detail,8487899,20240301,Otomobil,Skoda,1.3 LX,Bursa,8562454,24653837,8,,143000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / LX / ,C,24653837,01 Mart 2024,Felicia,1995,362.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1289 cc,55 hp,Önden Çekiş,İkinci El,7 lt,42 lt,Belirtilmemiş,,Sahibinden
Detail,7699052,20240302,Otomobil,Skoda,1.6 GLXi,İstanbul,7774243,24114818,10,,247500,1,1,0,1,Otomobil / Skoda / Felicia / 1.6 / GLXi / ,B,24114818,02 Mart 2024,Felicia,2000,256.000 km,Düz,Benzin,Hatchback/5,Mavi,1598 cc,75 hp,Önden Çekiş,İkinci El,"7,3 lt",42 lt,Tamamı orjinal,Takasa Uygun,Sahibinden
Detail,8337389,20240302,Otomobil,Skoda,1.2 TSI Style,Ankara,8412164,24427058,24,,709900,1,1,1,1,Otomobil / Skoda / Fabia / 1.2 TSI / Style / ,B,24427058,02 Mart 2024,Fabia,2016,89.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1197 cc,110 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden
Detail,9566721,20240302,Otomobil,Skoda,1.4 Comfort,Kocaeli,9641062,24664063,13,,385000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 / Comfort / ,B,24664063,02 Mart 2024,Fabia,2001,250.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1390 cc,100 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,Belirtilmemiş,,Sahibinden
Detail,6298552,20240302,Otomobil,Skoda,1.6 TDI Prestige,Erzincan,6374641,24106386,15,,1030000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24106386,02 Mart 2024,SuperB,2014,151.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,Tamamı orjinal,,Sahibinden
Detail,6169447,20240301,Otomobil,Skoda,1.3 GLXi,Ankara,6245583,24648122,12,,195000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLXi / ,C,24648122,01 Mart 2024,Felicia,1996,259.000 km,Düz,LPG & Benzin,Station wagon,Mavi,1289 cc,68 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,8926033,20240302,Otomobil,Skoda,1.6 TDI Style CR,Ankara,9000627,24658643,10,Sunroof`lu,1050000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style CR / ,C,24658643,02 Mart 2024,Octavia,2017,100.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,"1 değişen, 2 boyalı",-,Sahibinden
Detail,3410070,20240302,Otomobil,Skoda,1.6 Ambiente,İstanbul,3441641,24658504,10,,485000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 / Ambiente / ,C,24658504,02 Mart 2024,Octavia,2007,202.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
Detail,9918,20240302,Otomobil,Skoda,1.6 TDI Prestige,Konya,1721181,24429068,24,Sunroof`lu,950000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24429068,02 Mart 2024,SuperB,2014,217.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Galeriden
Detail,9567429,20240303,Otomobil,Skoda,1.3 GLX,Çorum,9641770,24665475,15,,180000,1,1,0,1,Otomobil / Skoda / Favorit / 1.3 / GLX / ,C,24665475,03 Mart 2024,Favorit,1994,212.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1289 cc,57 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden
Detail,7904235,20240301,Otomobil,Skoda,1.3 GLXi,İstanbul,7979431,24649438,13,Düşük Km,250000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / GLXi / ,B,24649438,01 Mart 2024,Felicia,2000,156.800 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1289 cc,68 hp,Önden Çekiş,İkinci El,"6,7 lt",42 lt,Tamamı boyalı,,Sahibinden
Detail,9566230,20240303,Otomobil,Skoda,1.6 Classic,İstanbul,9640571,24661802,15,,475000,1,1,0,1,Otomobil / Skoda / Fabia / 1.6 / Classic / ,B,24661802,03 Mart 2024,Fabia,2008,165.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1598 cc,105 hp,Önden Çekiş,İkinci El,"7,6 lt",45 lt,Tamamı boyalı,,Sahibinden
Detail,4328317,20240302,Otomobil,Skoda,1.6 TDI Style CR,Konya,4359238,24426302,25,,925000,1,0,0,1,Otomobil / Skoda / Octavia / 1.6 TDI / Style CR / ,C,24426302,02 Mart 2024,Octavia,2016,217.921 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,7 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden
Detail,3911099,20240303,Otomobil,Skoda,1.6 TDI Style,Ankara,3942404,24430036,20,,479950,1,1,1,1,Otomobil / Skoda / Roomster / 1.6 TDI / Style / ,B,24430036,03 Mart 2024,Roomster,2012,339.000 km,Düz,Dizel,MPV,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden
Detail,9560484,20240229,Otomobil,Skoda,1.6 TDI Elegance,Trabzon,9634828,24643563,10,,760000,1,1,0,1,Otomobil / Skoda / Rapid / 1.6 TDI / Elegance / ,,24643563,29 Şubat 2024,Rapid,2015,135.000 km,Otomatik,Dizel,Sedan,Beyaz,,,,İkinci El,,,1 değişen,,Sahibinden
Detail,9558772,20240228,Otomobil,Skoda,1.3 LX,Diyarbakır,9633116,24639041,10,,150000,1,1,0,1,Otomobil / Skoda / Favorit / 1.3 / LX / ,C,24639041,28 Şubat 2024,Favorit,1995,223.500 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1289 cc,57 hp,Önden Çekiş,İkinci El,,,12 boyalı,Takasa Uygun,Sahibinden
Detail,6085318,20240229,Otomobil,Skoda,1.4 Classic,Kahramanmaraş,6161472,24410380,17,,355000,1,1,1,1,Otomobil / Skoda / Fabia / 1.4 / Classic / ,B,24410380,29 Şubat 2024,Fabia,2004,271.000 km,Düz,LPG & Benzin,Sedan,Lacivert,1390 cc,100 hp,Önden Çekiş,İkinci El,"7,1 lt",45 lt,"2 değişen, 11 boyalı",Takasa Uygun,Galeriden
Detail,9558406,20240229,Otomobil,Skoda,1.6 TDI Prestige,Erzurum,9632745,24637997,15,,1290000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24637997,29 Şubat 2024,SuperB,2015,110.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,Tamamı orjinal,,Sahibinden
Detail,1541085,20240229,Otomobil,Skoda,1.4 TDI Classic,Şanlıurfa,2461555,24640520,8,,275000,1,1,0,1,Otomobil / Skoda / Fabia / 1.4 TDI / Classic / ,B,24640520,29 Şubat 2024,Fabia,2004,370.000 km,Düz,Dizel,Hatchback/5,Siyah,1422 cc,75 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,2 boyalı,,Sahibinden
Detail,9558568,20240229,Otomobil,Skoda,1.6 GLX,Konya,9632907,24638456,14,,350000,1,1,0,1,Otomobil / Skoda / Octavia / 1.6 / GLX / ,C,24638456,29 Şubat 2024,Octavia,2000,321.000 km,Düz,LPG & Benzin,Station wagon,Gri,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,8 lt",55 lt,"1 değişen, 10 boyalı",,Sahibinden
Detail,2987540,20240301,Otomobil,Skoda,1.2 Classic,Bayburt,3314848,24651288,10,,450000,1,1,0,1,Otomobil / Skoda / Fabia / 1.2 / Classic / ,B,24651288,01 Mart 2024,Fabia,2005,244.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1198 cc,64 hp,Önden Çekiş,İkinci El,6 lt,45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden
Detail,9558953,20240229,Otomobil,Skoda,1.3,İstanbul,9633297,24639531,10,,140000,1,1,0,1,Otomobil / Skoda / Felicia / 1.3 / 1.3 / ,,24639531,29 Şubat 2024,Felicia,1997,290.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,,,,İkinci El,,,Tamamı boyalı,,Sahibinden
Detail,9561349,20240229,Otomobil,Skoda,1.6 TDI Elegance,Konya,9635692,24646807,15,,940000,1,1,0,1,Otomobil / Skoda / SuperB / 1.6 TDI / Elegance / ,D,24646807,29 Şubat 2024,SuperB,2014,173.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1598 cc,105 hp,Önden Çekiş,İkinci El,"4,6 lt",60 lt,Tamamı orjinal,-,Sahibinden
Detail,6939072,20240229,Otomobil,Skoda,1.6 TDI Prestige,Elazığ,7014893,24529898,25,Sunroof`lu,1380000,1,1,1,1,Otomobil / Skoda / SuperB / 1.6 TDI / Prestige / ,D,24529898,29 Şubat 2024,SuperB,2017,118.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden
